Option,0,Variable in direction at 4 knots.
Option,100,Variable in direction at 6 knots.
NewQuestion,MC,
Title,weather_0065,
QuestionText,"1185 (Refer to Figure 15.) According to the KMEM forecast, what is the earliest time on the 12th (today) at which the visibility may be reduced below the 3 SM minimum for sUAS operations?",
Points,1,
Difficulty,1,
Option,0,1720Z.
Option,0,2200Z.
Option,100,2000Z
NewQuestion,MC,
Title,weather_0066,
QuestionText,1311 What will a convective SIGMET be issued for?,
Points,1,
Difficulty,1,
Option,100,Squall line thunderstorms.
Option,0,Visibility less than 3 miles.
Option,0,Surface winds greater than 40 knots.
NewQuestion,MC,
Title,weather_0067,
QuestionText,1292 (Refer to Figure 12.) The remarks section for KMDW has “RAB35” listed. This entry means,
Points,1,
Difficulty,1,
Option,0,blowing mist has reduced the visibility to 1-1/2 SM.
Option,100,rain began at 1835Z.
Option,0,the barometer has risen 0.35 inHg.
